	1=have intrapersonal skill in selfdirect					
dum_comm	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	4,303,397.3	33.5	8,558,533.0	66.5	12,861,930.3	100.0
1	6,283,458.6	11.9	46,360,999.6	88.1	52,644,458.2	100.0
Total	10,586,855.9	16.2	54,919,532.6	83.8	65,506,388.5	100.0

