	1=have intrapersonal skill in creative					
dum_comm	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	5,604,887.7	43.6	7,257,042.6	56.4	12,861,930.3	100.0
1	11,327,377.1	21.5	41,317,081.0	78.5	52,644,458.2	100.0
Total	16,932,264.9	25.8	48,574,123.6	74.2	65,506,388.5	100.0

