	1=have interpersonal skill in leadership					
dum_problem	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	6,880,489.2	38.3	11,073,589.0	61.7	17,954,078.3	100.0
1	11,202,750.6	23.6	36,349,559.6	76.4	47,552,310.2	100.0
Total	18,083,239.9	27.6	47,423,148.6	72.4	65,506,388.5	100.0

