	1=have intrapersonal skill in growthmind					
dum_problem	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	4,082,724.8	22.7	13,871,353.5	77.3	17,954,078.3	100.0
1	3,182,088.1	6.7	44,370,222.1	93.3	47,552,310.2	100.0
Total	7,264,812.9	11.1	58,241,575.6	88.9	65,506,388.5	100.0

