	1=have interpersonal skill in problem					
dum_problem	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	1,202,747.4	6.7	16,751,330.9	93.3	17,954,078.3	100.0
1	1,491,855.5	3.1	46,060,454.7	96.9	47,552,310.2	100.0
Total	2,694,602.9	4.1	62,811,785.6	95.9	65,506,388.5	100.0

