	1=have interpersonal skill in problem					
dum_ictdev	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	1,009,750.5	10.7	8,425,988.0	89.3	9,435,738.5	100.0
1	1,684,852.4	3.0	54,385,797.6	97.0	56,070,650.0	100.0
Total	2,694,602.9	4.1	62,811,785.6	95.9	65,506,388.5	100.0

