	1=have interpersonal skill in comm					
dum_problem	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	8,133,723.2	45.3	9,820,355.1	54.7	17,954,078.3	100.0
1	18,643,131.9	39.2	28,909,178.3	60.8	47,552,310.2	100.0
Total	26,776,855.1	40.9	38,729,533.4	59.1	65,506,388.5	100.0

