	1=have intrapersonal skill in creative					
dum_problem	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	7,253,721.8	40.4	10,700,356.4	59.6	17,954,078.3	100.0
1	9,678,543.0	20.4	37,873,767.2	79.6	47,552,310.2	100.0
Total	16,932,264.9	25.8	48,574,123.6	74.2	65,506,388.5	100.0

