	1=have intrapersonal skill in selfdirect					
dum_ictdev	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	3,986,778.2	42.3	5,448,960.4	57.7	9,435,738.5	100.0
1	6,600,077.7	11.8	49,470,572.2	88.2	56,070,650.0	100.0
Total	10,586,855.9	16.2	54,919,532.6	83.8	65,506,388.5	100.0

