	1=have intrapersonal skill in growthmind					
dum_security	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	2,602,202.3	29.3	6,283,895.2	70.7	8,886,097.5	100.0
1	4,662,610.6	8.2	51,957,680.4	91.8	56,620,291.0	100.0
Total	7,264,812.9	11.1	58,241,575.6	88.9	65,506,388.5	100.0

