	1=have intrapersonal skill in creative					
dum_security	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	4,179,820.5	47.0	4,706,277.0	53.0	8,886,097.5	100.0
1	12,752,444.3	22.5	43,867,846.6	77.5	56,620,291.0	100.0
Total	16,932,264.9	25.8	48,574,123.6	74.2	65,506,388.5	100.0

