	1=have intrapersonal skill in creative					
dum_content	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	4,317,115.3	39.0	6,744,651.2	61.0	11,061,766.5	100.0
1	12,615,149.6	23.2	41,829,472.5	76.8	54,444,622.0	100.0
Total	16,932,264.9	25.8	48,574,123.6	74.2	65,506,388.5	100.0

