	1=have interpersonal skill in leadership					
dum_comm	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	5,514,536.7	42.9	7,347,393.6	57.1	12,861,930.3	100.0
1	12,568,703.2	23.9	40,075,755.0	76.1	52,644,458.2	100.0
Total	18,083,239.9	27.6	47,423,148.6	72.4	65,506,388.5	100.0

