	1=have intrapersonal skill in critical					
dum_comm	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	2,404,181.1	18.7	10,457,749.2	81.3	12,861,930.3	100.0
1	5,925,900.4	11.3	46,718,557.7	88.7	52,644,458.2	100.0
Total	8,330,081.6	12.7	57,176,306.9	87.3	65,506,388.5	100.0

