	1=have intrapersonal skill in critical					
dum_security	0	0	1	1	Total	Total
	No.	%	No.	%	No.	%
0	3,117,444.5	35.1	5,768,653.0	64.9	8,886,097.5	100.0
1	5,212,637.0	9.2	51,407,653.9	90.8	56,620,291.0	100.0
Total	8,330,081.6	12.7	57,176,306.9	87.3	65,506,388.5	100.0

